image name,xmin,xmax,ymin,ymax,labels
./datasets/images/maksssksksss115.png,325,200,355,244,0
./datasets/images/maksssksksss115.png,282,149,311,191,0
./datasets/images/maksssksksss115.png,219,163,233,204,0
./datasets/images/maksssksksss115.png,236,162,267,198,0
./datasets/images/maksssksksss116.png,148,200,192,277,0
./datasets/images/maksssksksss116.png,204,178,246,267,0
./datasets/images/maksssksksss116.png,300,97,347,197,0
./datasets/images/maksssksksss116.png,389,154,430,232,0
./datasets/images/maksssksksss116.png,485,137,510,217,0
./datasets/images/maksssksksss117.png,222,286,386,442,0
./datasets/images/maksssksksss118.png,176,150,225,221,0
./datasets/images/maksssksksss118.png,277,133,326,204,0
./datasets/images/maksssksksss119.png,69,162,104,212,0
./datasets/images/maksssksksss119.png,168,83,195,125,0
./datasets/images/maksssksksss119.png,309,165,343,220,0
./datasets/images/maksssksksss119.png,325,89,340,112,0
./datasets/images/maksssksksss119.png,336,139,352,162,0
./datasets/images/maksssksksss119.png,386,143,422,189,1
./datasets/images/maksssksksss119.png,449,79,481,118,1
./datasets/images/maksssksksss12.png,92,132,115,164,0
./datasets/images/maksssksksss12.png,152,131,175,165,0
./datasets/images/maksssksksss12.png,208,143,236,180,0
./datasets/images/maksssksksss12.png,46,131,58,154,0
./datasets/images/maksssksksss12.png,153,102,168,127,0
./datasets/images/maksssksksss12.png,120,111,130,129,0
./datasets/images/maksssksksss12.png,195,114,218,152,0
./datasets/images/maksssksksss12.png,428,130,451,162,0
./datasets/images/maksssksksss12.png,348,108,370,140,0
./datasets/images/maksssksksss12.png,296,113,318,145,0
./datasets/images/maksssksksss12.png,381,113,399,157,1
./datasets/images/maksssksksss12.png,452,101,466,128,0
./datasets/images/maksssksksss12.png,48,154,56,184,0
./datasets/images/maksssksksss120.png,100,236,311,429,0
./datasets/images/maksssksksss121.png,14,81,52,127,0
./datasets/images/maksssksksss121.png,116,69,154,122,0
./datasets/images/maksssksksss121.png,225,94,261,140,0
./datasets/images/maksssksksss121.png,305,94,339,137,0
./datasets/images/maksssksksss121.png,385,104,421,147,0
./datasets/images/maksssksksss121.png,438,125,470,164,0
./datasets/images/maksssksksss121.png,494,139,511,181,0
./datasets/images/maksssksksss122.png,257,71,441,407,0
./datasets/images/maksssksksss123.png,117,180,243,381,0
./datasets/images/maksssksksss123.png,290,219,410,389,0
./datasets/images/maksssksksss124.png,116,275,183,385,0
./datasets/images/maksssksksss124.png,305,238,370,343,0
./datasets/images/maksssksksss124.png,483,274,510,322,0
./datasets/images/maksssksksss124.png,0,321,24,370,1
./datasets/images/maksssksksss124.png,425,250,460,320,1
./datasets/images/maksssksksss125.png,200,193,367,357,0
./datasets/images/maksssksksss126.png,203,56,302,132,0
./datasets/images/maksssksksss126.png,371,79,411,112,0
./datasets/images/maksssksksss126.png,432,1,511,123,1
./datasets/images/maksssksksss127.png,187,58,249,102,0
./datasets/images/maksssksksss128.png,157,234,329,377,0
./datasets/images/maksssksksss129.png,135,119,158,154,1
./datasets/images/maksssksksss129.png,190,51,214,91,1
./datasets/images/maksssksksss129.png,314,68,346,118,0
./datasets/images/maksssksksss13.png,35,121,56,159,0
./datasets/images/maksssksksss13.png,125,140,145,181,0
./datasets/images/maksssksksss13.png,207,115,248,201,1
./datasets/images/maksssksksss13.png,375,134,400,182,0
./datasets/images/maksssksksss13.png,449,120,476,160,0
./datasets/images/maksssksksss13.png,293,118,308,161,0
./datasets/images/maksssksksss130.png,10,132,70,187,0
./datasets/images/maksssksksss130.png,249,74,320,143,0
./datasets/images/maksssksksss130.png,468,121,512,180,0
./datasets/images/maksssksksss130.png,304,120,343,173,0
./datasets/images/maksssksksss131.png,82,119,140,213,0
./datasets/images/maksssksksss131.png,161,58,211,144,0
./datasets/images/maksssksksss131.png,328,104,362,163,1
./datasets/images/maksssksksss131.png,362,125,410,204,0
./datasets/images/maksssksksss131.png,321,239,376,320,1
./datasets/images/maksssksksss131.png,441,177,464,221,0
./datasets/images/maksssksksss131.png,302,140,327,188,1
./datasets/images/maksssksksss131.png,275,120,302,159,1
./datasets/images/maksssksksss132.png,177,92,317,232,0
./datasets/images/maksssksksss133.png,169,228,375,406,0
./datasets/images/maksssksksss134.png,117,42,149,112,0
./datasets/images/maksssksksss134.png,199,50,225,109,1
./datasets/images/maksssksksss134.png,229,53,252,105,0
./datasets/images/maksssksksss134.png,234,168,262,227,0
./datasets/images/maksssksksss134.png,344,158,364,201,0
./datasets/images/maksssksksss134.png,439,32,459,76,1
./datasets/images/maksssksksss134.png,386,97,407,134,0
./datasets/images/maksssksksss135.png,62,357,183,512,0
./datasets/images/maksssksksss135.png,192,151,344,449,0
./datasets/images/maksssksksss136.png,191,133,291,201,0
./datasets/images/maksssksksss137.png,48,183,67,206,1
./datasets/images/maksssksksss137.png,96,186,120,209,1
./datasets/images/maksssksksss137.png,145,181,167,208,0
./datasets/images/maksssksksss137.png,201,211,223,236,0
./datasets/images/maksssksksss137.png,277,195,308,222,1
./datasets/images/maksssksksss137.png,361,201,396,231,1
./datasets/images/maksssksksss138.png,64,275,163,457,0
./datasets/images/maksssksksss138.png,188,324,277,446,0
./datasets/images/maksssksksss138.png,286,176,394,356,0
./datasets/images/maksssksksss139.png,1,63,23,104,0
./datasets/images/maksssksksss139.png,29,80,57,133,0
./datasets/images/maksssksksss139.png,37,160,64,208,1
./datasets/images/maksssksksss139.png,4,402,44,475,0
./datasets/images/maksssksksss139.png,119,32,149,76,0
./datasets/images/maksssksksss139.png,126,168,155,227,0
./datasets/images/maksssksksss139.png,71,300,100,368,1
./datasets/images/maksssksksss139.png,45,344,82,415,0
./datasets/images/maksssksksss139.png,176,434,210,502,0
./datasets/images/maksssksksss139.png,232,28,266,80,0
./datasets/images/maksssksksss139.png,240,124,272,180,0
./datasets/images/maksssksksss139.png,250,332,279,382,0
./datasets/images/maksssksksss139.png,272,372,311,438,0
./datasets/images/maksssksksss139.png,323,29,354,79,0
./datasets/images/maksssksksss139.png,314,164,343,221,0
./datasets/images/maksssksksss139.png,366,22,401,86,0
./datasets/images/maksssksksss139.png,408,2,435,34,0
./datasets/images/maksssksksss139.png,440,76,475,128,0
./datasets/images/maksssksksss139.png,458,262,496,319,0
./datasets/images/maksssksksss14.png,257,245,405,407,0
./datasets/images/maksssksksss140.png,46,140,240,472,0
./datasets/images/maksssksksss140.png,268,217,430,488,0
./datasets/images/maksssksksss141.png,165,183,224,296,0
./datasets/images/maksssksksss141.png,281,235,332,324,0
./datasets/images/maksssksksss142.png,153,156,260,334,0
./datasets/images/maksssksksss143.png,173,255,329,425,0
./datasets/images/maksssksksss144.png,165,44,197,110,0
./datasets/images/maksssksksss144.png,271,130,296,185,0
./datasets/images/maksssksksss144.png,381,141,404,188,0
./datasets/images/maksssksksss145.png,115,201,145,251,0
./datasets/images/maksssksksss145.png,234,231,259,276,0
./datasets/images/maksssksksss145.png,396,216,425,268,0
./datasets/images/maksssksksss146.png,151,233,234,368,0
./datasets/images/maksssksksss146.png,338,171,414,292,0
./datasets/images/maksssksksss147.png,131,18,152,67,1
./datasets/images/maksssksksss147.png,253,29,279,72,0
./datasets/images/maksssksksss147.png,286,182,310,223,0
./datasets/images/maksssksksss147.png,348,67,376,112,0
./datasets/images/maksssksksss148.png,1,28,103,191,0
./datasets/images/maksssksksss148.png,87,133,158,220,1
./datasets/images/maksssksksss148.png,148,146,179,202,1
./datasets/images/maksssksksss148.png,193,125,316,288,0
./datasets/images/maksssksksss148.png,416,107,508,218,1
./datasets/images/maksssksksss148.png,311,168,362,251,0
./datasets/images/maksssksksss149.png,48,177,90,235,0
./datasets/images/maksssksksss149.png,229,185,274,245,0
./datasets/images/maksssksksss149.png,367,95,403,153,0
./datasets/images/maksssksksss149.png,403,103,436,161,0
./datasets/images/maksssksksss149.png,421,187,458,239,0
./datasets/images/maksssksksss149.png,414,325,445,379,0
./datasets/images/maksssksksss15.png,156,183,331,272,0
./datasets/images/maksssksksss15.png,217,422,313,468,0
./datasets/images/maksssksksss150.png,102,174,278,332,0
./datasets/images/maksssksksss151.png,74,334,81,352,1
./datasets/images/maksssksksss151.png,104,323,113,341,0
./datasets/images/maksssksksss151.png,129,363,134,373,0
./datasets/images/maksssksksss151.png,141,337,147,353,0
./datasets/images/maksssksksss151.png,161,334,168,352,0
./datasets/images/maksssksksss151.png,170,343,177,358,0
./datasets/images/maksssksksss151.png,183,341,190,354,0
./datasets/images/maksssksksss151.png,217,363,230,389,1
./datasets/images/maksssksksss151.png,288,268,300,299,0
./datasets/images/maksssksksss151.png,355,254,368,288,0
./datasets/images/maksssksksss152.png,84,44,104,85,0
./datasets/images/maksssksksss152.png,128,73,158,122,0
./datasets/images/maksssksksss152.png,221,61,247,108,0
./datasets/images/maksssksksss152.png,260,135,287,179,0
./datasets/images/maksssksksss152.png,369,44,398,96,0
./datasets/images/maksssksksss152.png,448,30,471,70,0
./datasets/images/maksssksksss152.png,193,89,213,116,0
./datasets/images/maksssksksss153.png,113,39,142,83,0
./datasets/images/maksssksksss153.png,369,39,398,83,1
./datasets/images/maksssksksss154.png,153,255,312,425,0
./datasets/images/maksssksksss155.png,55,245,136,395,0
./datasets/images/maksssksksss155.png,98,119,208,317,0
./datasets/images/maksssksksss155.png,355,208,401,310,0
./datasets/images/maksssksksss155.png,487,220,501,252,0
./datasets/images/maksssksksss156.png,417,63,449,113,0
./datasets/images/maksssksksss156.png,34,90,60,124,0
./datasets/images/maksssksksss156.png,318,82,342,120,0
./datasets/images/maksssksksss156.png,355,139,371,166,0
./datasets/images/maksssksksss156.png,467,133,492,173,1
./datasets/images/maksssksksss156.png,231,75,259,127,1
./datasets/images/maksssksksss156.png,45,119,74,167,1
./datasets/images/maksssksksss156.png,1,85,24,121,1
./datasets/images/maksssksksss156.png,87,129,115,173,1
./datasets/images/maksssksksss156.png,110,105,129,136,1
./datasets/images/maksssksksss156.png,175,111,198,141,1
./datasets/images/maksssksksss156.png,297,94,319,127,1
./datasets/images/maksssksksss156.png,359,63,383,97,1
./datasets/images/maksssksksss157.png,27,177,54,223,0
./datasets/images/maksssksksss157.png,106,138,141,216,1
./datasets/images/maksssksksss157.png,183,176,220,269,0
./datasets/images/maksssksksss157.png,247,161,277,220,0
./datasets/images/maksssksksss157.png,288,96,331,180,0
./datasets/images/maksssksksss157.png,379,141,403,195,0
./datasets/images/maksssksksss157.png,409,91,450,168,0
./datasets/images/maksssksksss157.png,470,169,504,235,0
./datasets/images/maksssksksss158.png,2,103,30,143,0
./datasets/images/maksssksksss158.png,36,127,53,155,0
./datasets/images/maksssksksss158.png,115,100,133,131,0
./datasets/images/maksssksksss158.png,144,95,170,139,0
./datasets/images/maksssksksss158.png,169,110,183,136,0
./datasets/images/maksssksksss158.png,192,127,211,155,0
./datasets/images/maksssksksss158.png,229,128,248,154,0
./datasets/images/maksssksksss158.png,277,143,304,180,0
./datasets/images/maksssksksss158.png,304,95,327,128,0
./datasets/images/maksssksksss158.png,357,107,374,135,0
./datasets/images/maksssksksss158.png,374,102,396,137,0
./datasets/images/maksssksksss158.png,412,150,437,185,0
./datasets/images/maksssksksss158.png,452,117,474,158,0
./datasets/images/maksssksksss158.png,212,125,222,143,0
./datasets/images/maksssksksss159.png,5,259,73,405,0
./datasets/images/maksssksksss159.png,159,185,173,215,0
./datasets/images/maksssksksss159.png,200,185,216,224,0
./datasets/images/maksssksksss159.png,272,147,288,179,0
./datasets/images/maksssksksss159.png,65,201,72,217,0
./datasets/images/maksssksksss159.png,223,182,229,195,0
./datasets/images/maksssksksss159.png,246,179,255,197,0
./datasets/images/maksssksksss159.png,323,169,334,180,0
./datasets/images/maksssksksss159.png,353,170,368,197,0
./datasets/images/maksssksksss159.png,416,71,504,237,0
./datasets/images/maksssksksss159.png,371,150,378,168,1
./datasets/images/maksssksksss159.png,108,194,113,215,0
./datasets/images/maksssksksss16.png,81,290,248,441,0
./datasets/images/maksssksksss160.png,90,145,193,273,0
./datasets/images/maksssksksss160.png,314,191,417,349,0
./datasets/images/maksssksksss161.png,208,289,322,419,0
./datasets/images/maksssksksss162.png,145,231,324,393,0
./datasets/images/maksssksksss163.png,266,184,288,215,0
./datasets/images/maksssksksss163.png,205,211,234,259,0
./datasets/images/maksssksksss164.png,15,120,51,186,0
./datasets/images/maksssksksss164.png,56,130,84,192,0
./datasets/images/maksssksksss164.png,101,106,126,160,0
./datasets/images/maksssksksss164.png,195,99,229,166,1
./datasets/images/maksssksksss164.png,259,89,288,151,1
./datasets/images/maksssksksss164.png,327,115,346,161,0
./datasets/images/maksssksksss164.png,373,147,397,195,0
./datasets/images/maksssksksss164.png,417,162,442,211,0
./datasets/images/maksssksksss164.png,461,93,493,162,0
./datasets/images/maksssksksss165.png,16,122,129,242,0
./datasets/images/maksssksksss165.png,368,148,466,262,0
./datasets/images/maksssksksss166.png,125,0,192,110,0
./datasets/images/maksssksksss166.png,262,220,300,297,0
./datasets/images/maksssksksss166.png,325,270,355,327,0
./datasets/images/maksssksksss166.png,387,344,416,395,0
./datasets/images/maksssksksss166.png,421,372,444,417,0
./datasets/images/maksssksksss166.png,448,391,475,433,0
./datasets/images/maksssksksss167.png,56,168,122,275,0
./datasets/images/maksssksksss167.png,236,275,283,377,0
./datasets/images/maksssksksss167.png,346,76,398,181,0
./datasets/images/maksssksksss167.png,25,218,38,254,0
./datasets/images/maksssksksss168.png,51,168,79,204,1
./datasets/images/maksssksksss168.png,44,262,65,301,0
./datasets/images/maksssksksss168.png,108,178,124,203,0
./datasets/images/maksssksksss168.png,216,150,367,427,0
./datasets/images/maksssksksss168.png,464,116,490,184,1
./datasets/images/maksssksksss169.png,258,334,374,469,0
./datasets/images/maksssksksss17.png,124,229,287,380,0
./datasets/images/maksssksksss170.png,129,122,305,477,0
./datasets/images/maksssksksss171.png,264,155,462,371,0
./datasets/images/maksssksksss172.png,163,298,316,436,0
./datasets/images/maksssksksss173.png,61,163,92,202,0
./datasets/images/maksssksksss173.png,423,133,455,183,1
./datasets/images/maksssksksss174.png,55,118,120,220,0
./datasets/images/maksssksksss174.png,130,112,181,195,0
./datasets/images/maksssksksss174.png,250,82,320,188,0
./datasets/images/maksssksksss174.png,448,101,501,192,0
./datasets/images/maksssksksss175.png,144,137,222,275,0
./datasets/images/maksssksksss175.png,248,113,291,253,0
./datasets/images/maksssksksss176.png,168,125,200,220,0
./datasets/images/maksssksksss176.png,19,154,60,236,0
./datasets/images/maksssksksss176.png,70,105,103,180,0
./datasets/images/maksssksksss176.png,183,215,215,290,0
./datasets/images/maksssksksss176.png,211,149,241,215,0
./datasets/images/maksssksksss176.png,284,105,332,185,0
./datasets/images/maksssksksss176.png,113,136,132,195,0
./datasets/images/maksssksksss176.png,303,194,354,306,1
./datasets/images/maksssksksss176.png,372,179,408,261,1
./datasets/images/maksssksksss176.png,474,142,501,203,1
./datasets/images/maksssksksss176.png,494,133,511,208,1
./datasets/images/maksssksksss177.png,353,129,414,201,0
./datasets/images/maksssksksss177.png,196,250,254,330,0
./datasets/images/maksssksksss178.png,172,51,239,96,0
./datasets/images/maksssksksss178.png,367,110,407,143,1
./datasets/images/maksssksksss178.png,468,115,506,143,1
./datasets/images/maksssksksss179.png,216,48,254,108,0
./datasets/images/maksssksksss179.png,56,108,78,144,0
./datasets/images/maksssksksss179.png,59,155,81,189,1
./datasets/images/maksssksksss179.png,113,100,147,144,1
./datasets/images/maksssksksss18.png,171,164,245,283,0
./datasets/images/maksssksksss18.png,382,304,452,416,0
./datasets/images/maksssksksss180.png,97,232,279,404,0
./datasets/images/maksssksksss181.png,88,131,118,186,0
./datasets/images/maksssksksss181.png,128,128,158,185,0
./datasets/images/maksssksksss181.png,346,96,390,180,1
./datasets/images/maksssksksss182.png,149,92,213,187,1
./datasets/images/maksssksksss182.png,263,93,346,209,0
./datasets/images/maksssksksss183.png,201,143,241,225,0
./datasets/images/maksssksksss183.png,252,127,307,236,0
./datasets/images/maksssksksss183.png,476,245,499,291,1
./datasets/images/maksssksksss183.png,44,246,63,294,1
./datasets/images/maksssksksss184.png,183,101,216,168,0
./datasets/images/maksssksksss184.png,218,86,249,151,0
./datasets/images/maksssksksss184.png,320,57,350,105,0
./datasets/images/maksssksksss184.png,327,112,361,175,0
./datasets/images/maksssksksss184.png,335,268,376,336,0
./datasets/images/maksssksksss184.png,376,100,404,146,0
./datasets/images/maksssksksss184.png,427,87,448,131,0
./datasets/images/maksssksksss184.png,408,91,428,131,0
./datasets/images/maksssksksss184.png,478,109,494,141,0
./datasets/images/maksssksksss184.png,106,25,139,114,0
./datasets/images/maksssksksss185.png,113,266,154,358,0
./datasets/images/maksssksksss185.png,147,214,177,295,0
./datasets/images/maksssksksss185.png,211,195,249,241,0
./datasets/images/maksssksksss185.png,345,131,368,163,0
./datasets/images/maksssksksss186.png,166,71,258,151,0
./datasets/images/maksssksksss187.png,294,164,409,309,0
./datasets/images/maksssksksss188.png,167,261,335,406,0
./datasets/images/maksssksksss189.png,158,122,182,245,1
./datasets/images/maksssksksss189.png,257,227,300,309,1
./datasets/images/maksssksksss189.png,288,37,346,167,0
./datasets/images/maksssksksss19.png,0,96,22,146,1
./datasets/images/maksssksksss19.png,113,82,147,134,0
./datasets/images/maksssksksss19.png,206,43,249,117,1
./datasets/images/maksssksksss19.png,133,224,232,378,0
./datasets/images/maksssksksss19.png,395,165,480,293,0
./datasets/images/maksssksksss19.png,341,30,367,69,1
./datasets/images/maksssksksss190.png,182,136,283,281,0
./datasets/images/maksssksksss191.png,282,138,380,276,0
./datasets/images/maksssksksss192.png,213,50,300,110,0
./datasets/images/maksssksksss193.png,22,223,165,324,0
./datasets/images/maksssksksss193.png,226,71,439,220,0
./datasets/images/maksssksksss194.png,234,132,254,166,0
./datasets/images/maksssksksss194.png,261,127,275,148,1
./datasets/images/maksssksksss195.png,154,184,390,455,0
./datasets/images/maksssksksss196.png,140,320,261,463,0
./datasets/images/maksssksksss197.png,216,190,272,289,0
./datasets/images/maksssksksss198.png,150,42,376,417,0
./datasets/images/maksssksksss199.png,55,264,67,288,0
./datasets/images/maksssksksss199.png,170,218,182,237,1
./datasets/images/maksssksksss199.png,268,186,281,214,0
./datasets/images/maksssksksss199.png,346,234,359,258,0
./datasets/images/maksssksksss199.png,408,209,425,235,0
./datasets/images/maksssksksss2.png,86,73,133,120,0
./datasets/images/maksssksksss2.png,197,82,227,129,0
./datasets/images/maksssksksss2.png,304,59,335,120,0
./datasets/images/maksssksksss2.png,425,54,467,114,1
./datasets/images/maksssksksss20.png,178,76,293,158,0
./datasets/images/maksssksksss200.png,7,236,186,367,0
./datasets/images/maksssksksss200.png,194,166,305,245,0
./datasets/images/maksssksksss200.png,365,119,512,248,0
./datasets/images/maksssksksss201.png,41,184,96,286,0
./datasets/images/maksssksksss201.png,74,144,112,222,0
./datasets/images/maksssksksss201.png,45,89,69,137,0
./datasets/images/maksssksksss201.png,128,158,206,299,0
./datasets/images/maksssksksss201.png,88,65,113,111,0
./datasets/images/maksssksksss201.png,285,206,339,287,0
./datasets/images/maksssksksss201.png,307,63,343,117,0
./datasets/images/maksssksksss201.png,366,126,407,203,0
./datasets/images/maksssksksss201.png,473,80,509,146,0
./datasets/images/maksssksksss201.png,0,100,19,157,0
./datasets/images/maksssksksss202.png,19,268,44,318,0
./datasets/images/maksssksksss202.png,58,214,89,260,0
./datasets/images/maksssksksss202.png,117,168,153,224,0
./datasets/images/maksssksksss202.png,229,216,272,281,0
./datasets/images/maksssksksss202.png,384,230,424,288,0
./datasets/images/maksssksksss202.png,444,261,474,308,0
./datasets/images/maksssksksss203.png,14,62,47,128,0
./datasets/images/maksssksksss203.png,128,94,158,151,0
./datasets/images/maksssksksss203.png,301,109,325,159,0
./datasets/images/maksssksksss203.png,388,95,420,145,0
./datasets/images/maksssksksss204.png,92,255,150,360,0
./datasets/images/maksssksksss204.png,175,198,224,275,0
./datasets/images/maksssksksss204.png,224,183,259,231,0
./datasets/images/maksssksksss204.png,281,175,322,236,0
./datasets/images/maksssksksss204.png,325,193,376,276,0
./datasets/images/maksssksksss204.png,355,97,400,168,0
./datasets/images/maksssksksss204.png,34,217,57,267,0
./datasets/images/maksssksksss205.png,146,312,265,442,0
./datasets/images/maksssksksss206.png,104,128,156,204,0
./datasets/images/maksssksksss206.png,218,114,263,184,0
./datasets/images/maksssksksss206.png,345,60,407,142,0
./datasets/images/maksssksksss206.png,282,147,293,168,0
./datasets/images/maksssksksss206.png,334,139,346,156,0
./datasets/images/maksssksksss206.png,86,167,105,196,1
./datasets/images/maksssksksss206.png,417,141,430,164,1
./datasets/images/maksssksksss206.png,459,141,472,160,1
./datasets/images/maksssksksss207.png,42,166,64,197,0
./datasets/images/maksssksksss207.png,213,173,270,267,0
./datasets/images/maksssksksss207.png,359,182,403,239,0
./datasets/images/maksssksksss207.png,443,166,511,327,0
./datasets/images/maksssksksss208.png,107,209,248,435,0
./datasets/images/maksssksksss208.png,245,181,381,478,0
./datasets/images/maksssksksss209.png,47,121,80,190,1
./datasets/images/maksssksksss209.png,80,192,112,246,1
./datasets/images/maksssksksss209.png,81,271,115,342,1
./datasets/images/maksssksksss209.png,112,107,143,175,1
./datasets/images/maksssksksss209.png,153,241,192,324,1
./datasets/images/maksssksksss209.png,206,247,252,347,0
./datasets/images/maksssksksss209.png,263,124,291,192,1
./datasets/images/maksssksksss209.png,289,301,332,381,1
./datasets/images/maksssksksss209.png,302,221,335,290,1
./datasets/images/maksssksksss209.png,432,281,473,376,0
./datasets/images/maksssksksss209.png,478,152,506,213,1
./datasets/images/maksssksksss209.png,341,53,369,107,1
./datasets/images/maksssksksss209.png,439,84,461,125,1
